virus,tree,peptide,dNdS,fract,meandNdS
EVA,EVA_17,VP3_1C,0.02,0.11,0.0886513
EVA,EVA_17,VP4_1A,0.02,0.031,0.0886513
EVA,EVA_17,protease_2A,0.0248,0.074,0.0886513
EVA,EVA_17,protease_3C,0.2285,0.083,0.0886513
EVA,EVA_17,protein_2B,0.1747,0.045,0.0886513
EVA,EVA_17,protein_2C,0.035,0.149,0.0886513
EVA,EVA_17,protein_3A,0.1831,0.039,0.0886513
EVA,EVA_18,3B,0.1508,0.01,0.0808812
EVA,EVA_18,3D,0.0415,0.209,0.0808812
EVA,EVA_18,VP1_1D,0.0421,0.134,0.0808812
EVA,EVA_18,VP2_1B,0.1163,0.115,0.0808812
EVA,EVA_18,VP3_1C,0.0435,0.11,0.0808812
EVA,EVA_18,VP4_1A,0.02,0.031,0.0808812
EVA,EVA_18,protease_2A,0.163,0.074,0.0808812
EVA,EVA_18,protease_3C,0.2107,0.083,0.0808812
EVA,EVA_18,protein_2B,0.1302,0.045,0.0808812
EVA,EVA_18,protein_2C,0.02,0.149,0.0808812
EVA,EVA_18,protein_3A,0.2023,0.039,0.0808812
EVA,EVA_19,3B,0.3129,0.01,0.0719807
EVA,EVA_19,3D,0.1047,0.209,0.0719807
EVA,EVA_19,VP1_1D,0.1268,0.134,0.0719807
EVA,EVA_19,VP2_1B,0.02,0.115,0.0719807
EVA,EVA_19,VP3_1C,0.02,0.11,0.0719807
EVA,EVA_19,VP4_1A,0.02,0.031,0.0719807
EVA,EVA_19,protease_2A,0.0232,0.074,0.0719807
EVA,EVA_19,protease_3C,0.0322,0.083,0.0719807
EVA,EVA_19,protein_2B,0.217,0.045,0.0719807
EVA,EVA_19,protein_2C,0.0359,0.149,0.0719807
EVA,EVA_19,protein_3A,0.1373,0.039,0.0719807
EVA,EVA_2,3B,0.1663,0.01,0.0801131
EVA,EVA_2,3D,0.0364,0.209,0.0801131
EVA,EVA_2,VP1_1D,0.0904,0.134,0.0801131
EVA,EVA_2,VP2_1B,0.128,0.115,0.0801131
EVA,EVA_2,VP3_1C,0.0771,0.11,0.0801131
EVA,EVA_2,VP4_1A,0.1584,0.031,0.0801131
EVA,EVA_2,protease_2A,0.0993,0.074,0.0801131
EVA,EVA_2,protease_3C,0.0232,0.083,0.0801131
EVA,EVA_2,protein_2B,0.2589,0.045,0.0801131
EVA,EVA_2,protein_2C,0.0226,0.149,0.0801131
EVA,EVA_2,protein_3A,0.1622,0.039,0.0801131
EVA,EVA_20,3B,0.3108,0.01,0.1695531
EVA,EVA_20,3D,0.273,0.209,0.1695531
EVA,EVA_20,VP1_1D,0.2833,0.134,0.1695531
EVA,EVA_20,VP2_1B,0.0432,0.115,0.1695531
EVA,EVA_20,VP3_1C,0.205,0.11,0.1695531
EVA,EVA_20,VP4_1A,0.1398,0.031,0.1695531
EVA,EVA_20,protease_2A,0.2253,0.074,0.1695531
EVA,EVA_20,protease_3C,0.0326,0.083,0.1695531
EVA,EVA_20,protein_2B,0.1799,0.045,0.1695531
EVA,EVA_20,protein_2C,0.0425,0.149,0.1695531
EVA,EVA_20,protein_3A,0.1479,0.039,0.1695531
EVA,EVA_21,3B,0.2275,0.01,0.1705729
EVA,EVA_21,3D,0.2872,0.209,0.1705729
EVA,EVA_21,VP1_1D,0.1599,0.134,0.1705729
EVA,EVA_21,VP2_1B,0.0254,0.115,0.1705729
EVA,EVA_21,VP3_1C,0.1127,0.11,0.1705729
EVA,EVA_21,VP4_1A,0.2782,0.031,0.1705729
EVA,EVA_21,protease_2A,0.1573,0.074,0.1705729
EVA,EVA_21,protease_3C,0.1756,0.083,0.1705729
EVA,EVA_21,protein_2B,0.1489,0.045,0.1705729
EVA,EVA_21,protein_2C,0.1435,0.149,0.1705729
EVA,EVA_21,protein_3A,0.2207,0.039,0.1705729
EVA,EVA_22,3B,0.2369,0.01,0.1664365
EVA,EVA_22,3D,0.1154,0.209,0.1664365
EVA,EVA_22,VP1_1D,0.3623,0.134,0.1664365
EVA,EVA_22,VP2_1B,0.1574,0.115,0.1664365
EVA,EVA_22,VP3_1C,0.1803,0.11,0.1664365
EVA,EVA_22,VP4_1A,0.1432,0.031,0.1664365
EVA,EVA_22,protease_2A,0.3028,0.074,0.1664365
EVA,EVA_22,protease_3C,0.0657,0.083,0.1664365
EVA,EVA_22,protein_2B,0.1954,0.045,0.1664365
EVA,EVA_22,protein_2C,0.0296,0.149,0.1664365
EVA,EVA_22,protein_3A,0.2042,0.039,0.1664365
EVA,EVA_23,3B,0.0524,0.01,0.0811246
EVA,EVA_23,3D,0.0908,0.209,0.0811246
EVA,EVA_23,VP1_1D,0.029,0.134,0.0811246
EVA,EVA_23,VP2_1B,0.02,0.115,0.0811246
EVA,EVA_23,VP3_1C,0.02,0.11,0.0811246
EVA,EVA_23,VP4_1A,0.0275,0.031,0.0811246
EVA,EVA_23,protease_2A,0.2091,0.074,0.0811246
EVA,EVA_23,protease_3C,0.2179,0.083,0.0811246
EVA,EVA_23,protein_2B,0.02,0.045,0.0811246
EVA,EVA_23,protein_2C,0.0232,0.149,0.0811246
EVA,EVA_23,protein_3A,0.371,0.039,0.0811246
EVA,EVA_24,3B,0.224,0.01,0.1154236
EVA,EVA_24,3D,0.0661,0.209,0.1154236
EVA,EVA_24,VP1_1D,0.2045,0.134,0.1154236
EVA,EVA_24,VP2_1B,0.0285,0.115,0.1154236
EVA,EVA_24,VP3_1C,0.0956,0.11,0.1154236
EVA,EVA_24,VP4_1A,0.02,0.031,0.1154236
EVA,EVA_24,protease_2A,0.2542,0.074,0.1154236
EVA,EVA_24,protease_3C,0.2115,0.083,0.1154236
EVA,EVA_24,protein_2B,0.1687,0.045,0.1154236
EVA,EVA_24,protein_2C,0.0312,0.149,0.1154236
EVA,EVA_24,protein_3A,0.2294,0.039,0.1154236
EVA,EVA_25,3B,0.30635,0.01,0.116969
EVA,EVA_25,3D,0.0408,0.209,0.116969
EVA,EVA_25,VP1_1D,0.21785,0.134,0.116969
EVA,EVA_25,VP2_1B,0.10965,0.115,0.116969
EVA,EVA_25,VP3_1C,0.09985,0.11,0.116969
EVA,EVA_25,VP4_1A,0.15145,0.031,0.116969
EVA,EVA_25,protease_2A,0.23365,0.074,0.116969
EVA,EVA_25,protease_3C,0.14855,0.083,0.116969
EVA,EVA_25,protein_2B,0.1934,0.045,0.116969
EVA,EVA_25,protein_2C,0.02605,0.149,0.116969
EVA,EVA_25,protein_3A,0.146,0.039,0.116969
EVA,EVA_26,3B,0.3863,0.01,0.1387037
EVA,EVA_26,3D,0.1298,0.209,0.1387037
EVA,EVA_26,VP1_1D,0.3083,0.134,0.1387037
EVA,EVA_26,VP2_1B,0.0203,0.115,0.1387037
EVA,EVA_26,VP3_1C,0.1889,0.11,0.1387037
EVA,EVA_26,VP4_1A,0.1856,0.031,0.1387037
EVA,EVA_26,protease_2A,0.1559,0.074,0.1387037
EVA,EVA_26,protease_3C,0.1313,0.083,0.1387037
EVA,EVA_26,protein_2B,0.2077,0.045,0.1387037
EVA,EVA_26,protein_2C,0.0201,0.149,0.1387037
EVA,EVA_26,protein_3A,0.0707,0.039,0.1387037
EVA,EVA_3,3B,0.3131,0.01,0.0663943
EVA,EVA_3,3D,0.0251,0.209,0.0663943
EVA,EVA_3,VP1_1D,0.2116,0.134,0.0663943
EVA,EVA_3,VP2_1B,0.02,0.115,0.0663943
EVA,EVA_3,VP3_1C,0.02,0.11,0.0663943
EVA,EVA_3,VP4_1A,0.0329,0.031,0.0663943
EVA,EVA_3,protease_2A,0.2354,0.074,0.0663943
EVA,EVA_3,protease_3C,0.02,0.083,0.0663943
EVA,EVA_3,protein_2B,0.0216,0.045,0.0663943
EVA,EVA_3,protein_2C,0.02,0.149,0.0663943
EVA,EVA_3,protein_3A,0.0285,0.039,0.0663943
EVA,EVA_4,3B,0.1834,0.01,0.0784651
EVA,EVA_4,3D,0.0942,0.209,0.0784651
EVA,EVA_4,VP1_1D,0.0337,0.134,0.0784651
EVA,EVA_4,VP2_1B,0.02,0.115,0.0784651
EVA,EVA_4,VP3_1C,0.02,0.11,0.0784651
EVA,EVA_4,VP4_1A,0.0287,0.031,0.0784651
EVA,EVA_4,protease_2A,0.02,0.074,0.0784651
EVA,EVA_4,protease_3C,0.022,0.083,0.0784651
EVA,EVA_4,protein_2B,0.2033,0.045,0.0784651
EVA,EVA_4,protein_2C,0.1663,0.149,0.0784651
EVA,EVA_4,protein_3A,0.2514,0.039,0.0784651
EVA,EVA_5,3B,0.3757,0.01,0.1065301
EVA,EVA_5,3D,0.1956,0.209,0.1065301
EVA,EVA_5,VP1_1D,0.0297,0.134,0.1065301
EVA,EVA_5,VP2_1B,0.0528,0.115,0.1065301
EVA,EVA_5,VP3_1C,0.0241,0.11,0.1065301
EVA,EVA_5,VP4_1A,0.02,0.031,0.1065301
EVA,EVA_5,protease_2A,0.2395,0.074,0.1065301
EVA,EVA_5,protease_3C,0.0438,0.083,0.1065301
EVA,EVA_5,protein_2B,0.2985,0.045,0.1065301
EVA,EVA_5,protein_2C,0.0228,0.149,0.1065301
EVA,EVA_5,protein_3A,0.2662,0.039,0.1065301
EVA,EVA_6,3B,0.1837,0.01,0.03948635
EVA,EVA_6,3D,0.0387,0.209,0.03948635
EVA,EVA_6,VP1_1D,0.02,0.134,0.03948635
EVA,EVA_6,VP2_1B,0.02,0.115,0.03948635
EVA,EVA_6,VP3_1C,0.02,0.11,0.03948635
EVA,EVA_6,VP4_1A,0.02,0.031,0.03948635
EVA,EVA_6,protease_2A,0.03815,0.074,0.03948635
EVA,EVA_6,protease_3C,0.066,0.083,0.03948635
EVA,EVA_6,protein_2B,0.08525,0.045,0.03948635
EVA,EVA_6,protein_2C,0.042,0.149,0.03948635
EVA,EVA_6,protein_3A,0.0863,0.039,0.03948635
EVA,EVA_7,3B,0.2561,0.01,0.1215133
EVA,EVA_7,3D,0.1258,0.209,0.1215133
EVA,EVA_7,VP1_1D,0.1679,0.134,0.1215133
EVA,EVA_7,VP2_1B,0.0719,0.115,0.1215133
EVA,EVA_7,VP3_1C,0.03,0.11,0.1215133
EVA,EVA_7,VP4_1A,0.12615,0.031,0.1215133
EVA,EVA_7,protease_2A,0.1681,0.074,0.1215133
EVA,EVA_7,protease_3C,0.1179,0.083,0.1215133
EVA,EVA_7,protein_2B,0.238,0.045,0.1215133
EVA,EVA_7,protein_2C,0.0893,0.149,0.1215133
EVA,EVA_7,protein_3A,0.21645,0.039,0.1215133
EVA,EVA_8,3B,0.2612,0.01,0.0663656
EVA,EVA_8,3D,0.0343,0.209,0.0663656
EVA,EVA_8,VP1_1D,0.10365,0.134,0.0663656
EVA,EVA_8,VP2_1B,0.0732,0.115,0.0663656
EVA,EVA_8,VP3_1C,0.02,0.11,0.0663656
EVA,EVA_8,VP4_1A,0.1909,0.031,0.0663656
EVA,EVA_8,protease_2A,0.15695,0.074,0.0663656
EVA,EVA_8,protease_3C,0.0356,0.083,0.0663656
EVA,EVA_8,protein_2B,0.0356,0.045,0.0663656
EVA,EVA_8,protein_2C,0.0216,0.149,0.0663656
EVA,EVA_8,protein_3A,0.1736,0.039,0.0663656
EVA,EVA_9,3B,0.4387,0.01,0.1814241
EVA,EVA_9,3D,0.1666,0.209,0.1814241
EVA,EVA_9,VP1_1D,0.2148,0.134,0.1814241
EVA,EVA_9,VP2_1B,0.02,0.115,0.1814241
EVA,EVA_9,VP3_1C,0.1812,0.11,0.1814241
EVA,EVA_9,VP4_1A,0.02,0.031,0.1814241
EVA,EVA_9,protease_2A,0.2673,0.074,0.1814241
EVA,EVA_9,protease_3C,0.2142,0.083,0.1814241
EVA,EVA_9,protein_2B,0.2275,0.045,0.1814241
EVA,EVA_9,protein_2C,0.1873,0.149,0.1814241
EVA,EVA_9,protein_3A,0.3815,0.039,0.1814241
EVA,EVA_main,3B,0.02425,0.01,0.0200225
EVA,EVA_main,3D,0.02,0.209,0.0200225
EVA,EVA_main,VP1_1D,0.02,0.134,0.0200225
EVA,EVA_main,VP2_1B,0.02,0.115,0.0200225
EVA,EVA_main,VP3_1C,0.02,0.11,0.0200225
EVA,EVA_main,VP4_1A,0.02,0.031,0.0200225
EVA,EVA_main,protease_2A,0.02,0.074,0.0200225
EVA,EVA_main,protease_3C,0.02,0.083,0.0200225
EVA,EVA_main,protein_2B,0.02,0.045,0.0200225
EVA,EVA_main,protein_2C,0.02,0.149,0.0200225
EVA,EVA_main,protein_3A,0.02,0.039,0.0200225
EVA,EVA_sub1,3B,0.0491,0.01,0.02188985
EVA,EVA_sub1,3D,0.0249,0.209,0.02188985
EVA,EVA_sub1,VP1_1D,0.02155,0.134,0.02188985
EVA,EVA_sub1,VP2_1B,0.02,0.115,0.02188985
EVA,EVA_sub1,VP3_1C,0.02,0.11,0.02188985
EVA,EVA_sub1,VP4_1A,0.02,0.031,0.02188985
EVA,EVA_sub1,protease_2A,0.02,0.074,0.02188985
EVA,EVA_sub1,protease_3C,0.0237,0.083,0.02188985
EVA,EVA_sub1,protein_2B,0.02,0.045,0.02188985
EVA,EVA_sub1,protein_2C,0.02,0.149,0.02188985
EVA,EVA_sub1,protein_3A,0.02205,0.039,0.02188985
EVA,EVA_sub2,3B,0.05845,0.01,0.0306985
EVA,EVA_sub2,3D,0.0261,0.209,0.0306985
EVA,EVA_sub2,VP1_1D,0.0577,0.134,0.0306985
EVA,EVA_sub2,VP2_1B,0.0273,0.115,0.0306985
EVA,EVA_sub2,VP3_1C,0.02,0.11,0.0306985
EVA,EVA_sub2,VP4_1A,0.041,0.031,0.0306985
EVA,EVA_sub2,protease_2A,0.04795,0.074,0.0306985
EVA,EVA_sub2,protease_3C,0.02,0.083,0.0306985
EVA,EVA_sub2,protein_2B,0.02,0.045,0.0306985
EVA,EVA_sub2,protein_2C,0.02,0.149,0.0306985
EVA,EVA_sub2,protein_3A,0.0315,0.039,0.0306985
EVB,EVB_1,1A_VP4,0.02,0.031,0.0215558
EVB,EVB_1,1B_VP2,0.022,0.12,0.0215558
EVB,EVB_1,1C_VP3,0.0214,0.109,0.0215558
EVB,EVB_1,1D_VP1,0.0245,0.128,0.0215558
EVB,EVB_1,3B_VPg,0.02,0.01,0.0215558
EVB,EVB_1,3D,0.02,0.211,0.0215558
EVB,EVB_1,protease_2A,0.0288,0.069,0.0215558
EVB,EVB_1,protease_3C,0.02,0.084,0.0215558
EVB,EVB_1,protein_2B,0.02,0.045,0.0215558
EVB,EVB_1,protein_2C,0.02,0.151,0.0215558
EVB,EVB_1,protein_3A,0.02,0.041,0.0215558
EVB,EVB_10,1A_VP4,0.2496,0.031,0.0620658
EVB,EVB_10,1B_VP2,0.2105,0.12,0.0620658
EVB,EVB_10,1C_VP3,0.02,0.109,0.0620658
EVB,EVB_10,1D_VP1,0.02,0.128,0.0620658
EVB,EVB_10,3B_VPg,0.02,0.01,0.0620658
EVB,EVB_10,3D,0.02,0.211,0.0620658
EVB,EVB_10,protease_2A,0.1915,0.069,0.0620658
EVB,EVB_10,protease_3C,0.02,0.084,0.0620658
EVB,EVB_10,protein_2B,0.02,0.045,0.0620658
EVB,EVB_10,protein_2C,0.02,0.151,0.0620658
EVB,EVB_10,protein_3A,0.0267,0.041,0.0620658
EVB,EVB_2,1A_VP4,0.02,0.031,0.0209391
EVB,EVB_2,1B_VP2,0.02,0.12,0.0209391
EVB,EVB_2,1C_VP3,0.02,0.109,0.0209391
EVB,EVB_2,1D_VP1,0.02,0.128,0.0209391
EVB,EVB_2,3B_VPg,0.02,0.01,0.0209391
EVB,EVB_2,3D,0.02,0.211,0.0209391
EVB,EVB_2,protease_2A,0.0339,0.069,0.0209391
EVB,EVB_2,protease_3C,0.02,0.084,0.0209391
EVB,EVB_2,protein_2B,0.02,0.045,0.0209391
EVB,EVB_2,protein_2C,0.02,0.151,0.0209391
EVB,EVB_2,protein_3A,0.02,0.041,0.0209391
EVB,EVB_3,1A_VP4,0.02,0.031,0.0201435
EVB,EVB_3,1B_VP2,0.02,0.12,0.0201435
EVB,EVB_3,1C_VP3,0.0215,0.109,0.0201435
EVB,EVB_3,1D_VP1,0.02,0.128,0.0201435
EVB,EVB_3,3B_VPg,0.02,0.01,0.0201435
EVB,EVB_3,3D,0.02,0.211,0.0201435
EVB,EVB_3,protease_2A,0.02,0.069,0.0201435
EVB,EVB_3,protease_3C,0.02,0.084,0.0201435
EVB,EVB_3,protein_2B,0.02,0.045,0.0201435
EVB,EVB_3,protein_2C,0.02,0.151,0.0201435
EVB,EVB_3,protein_3A,0.02,0.041,0.0201435
EVB,EVB_4,1A_VP4,0.02,0.031,0.0381003
EVB,EVB_4,1B_VP2,0.02,0.12,0.0381003
EVB,EVB_4,1C_VP3,0.02,0.109,0.0381003
EVB,EVB_4,1D_VP1,0.0239,0.128,0.0381003
EVB,EVB_4,3B_VPg,0.201,0.01,0.0381003
EVB,EVB_4,3D,0.0224,0.211,0.0381003
EVB,EVB_4,protease_2A,0.2364,0.069,0.0381003
EVB,EVB_4,protease_3C,0.02,0.084,0.0381003
EVB,EVB_4,protein_2B,0.02,0.045,0.0381003
EVB,EVB_4,protein_2C,0.02,0.151,0.0381003
EVB,EVB_4,protein_3A,0.0291,0.041,0.0381003
EVB,EVB_5,1A_VP4,0.0365,0.031,0.0422825
EVB,EVB_5,1B_VP2,0.1632,0.12,0.0422825
EVB,EVB_5,1C_VP3,0.0356,0.109,0.0422825
EVB,EVB_5,1D_VP1,0.0426,0.128,0.0422825
EVB,EVB_5,3B_VPg,0.02,0.01,0.0422825
EVB,EVB_5,3D,0.02,0.211,0.0422825
EVB,EVB_5,protease_2A,0.0202,0.069,0.0422825
EVB,EVB_5,protease_3C,0.02,0.084,0.0422825
EVB,EVB_5,protein_2B,0.02,0.045,0.0422825
EVB,EVB_5,protein_2C,0.02,0.151,0.0422825
EVB,EVB_5,protein_3A,0.02,0.041,0.0422825
EVB,EVB_6,1A_VP4,0.2102,0.031,0.0916762
EVB,EVB_6,1B_VP2,0.1964,0.12,0.0916762
EVB,EVB_6,1C_VP3,0.0276,0.109,0.0916762
EVB,EVB_6,1D_VP1,0.1613,0.128,0.0916762
EVB,EVB_6,3B_VPg,0.068,0.01,0.0916762
EVB,EVB_6,3D,0.0294,0.211,0.0916762
EVB,EVB_6,protease_2A,0.2076,0.069,0.0916762
EVB,EVB_6,protease_3C,0.0296,0.084,0.0916762
EVB,EVB_6,protein_2B,0.0815,0.045,0.0916762
EVB,EVB_6,protein_2C,0.0352,0.151,0.0916762
EVB,EVB_6,protein_3A,0.1283,0.041,0.0916762
EVB,EVB_7,1A_VP4,0.02,0.031,0.0391506
EVB,EVB_7,1B_VP2,0.02,0.12,0.0391506
EVB,EVB_7,1C_VP3,0.02,0.109,0.0391506
EVB,EVB_7,1D_VP1,0.0267,0.128,0.0391506
EVB,EVB_7,3B_VPg,0.0213,0.01,0.0391506
EVB,EVB_7,3D,0.02,0.211,0.0391506
EVB,EVB_7,protease_2A,0.2815,0.069,0.0391506
EVB,EVB_7,protease_3C,0.02,0.084,0.0391506
EVB,EVB_7,protein_2B,0.0257,0.045,0.0391506
EVB,EVB_7,protein_2C,0.02,0.151,0.0391506
EVB,EVB_7,protein_3A,0.02,0.041,0.0391506
EVB,EVB_8,1A_VP4,0.2044,0.031,0.0751393
EVB,EVB_8,1B_VP2,0.0258,0.12,0.0751393
EVB,EVB_8,1C_VP3,0.1652,0.109,0.0751393
EVB,EVB_8,1D_VP1,0.0266,0.128,0.0751393
EVB,EVB_8,3B_VPg,0.0272,0.01,0.0751393
EVB,EVB_8,3D,0.0828,0.211,0.0751393
EVB,EVB_8,protease_2A,0.1924,0.069,0.0751393
EVB,EVB_8,protease_3C,0.02,0.084,0.0751393
EVB,EVB_8,protein_2B,0.1547,0.045,0.0751393
EVB,EVB_8,protein_2C,0.02,0.151,0.0751393
EVB,EVB_8,protein_3A,0.0394,0.041,0.0751393
EVB,EVB_9,1A_VP4,0.0382,0.031,0.0830393
EVB,EVB_9,1B_VP2,0.1095,0.12,0.0830393
EVB,EVB_9,1C_VP3,0.0501,0.109,0.0830393
EVB,EVB_9,1D_VP1,0.041,0.128,0.0830393
EVB,EVB_9,3B_VPg,0.1919,0.01,0.0830393
EVB,EVB_9,3D,0.1185,0.211,0.0830393
EVB,EVB_9,protease_2A,0.1706,0.069,0.0830393
EVB,EVB_9,protease_3C,0.1019,0.084,0.0830393
EVB,EVB_9,protein_2B,0.0227,0.045,0.0830393
EVB,EVB_9,protein_2C,0.0336,0.151,0.0830393
EVB,EVB_9,protein_3A,0.1136,0.041,0.0830393
EVB,EVB_main,1A_VP4,0.02,0.031,0.0203526
EVB,EVB_main,1B_VP2,0.02,0.12,0.0203526
EVB,EVB_main,1C_VP3,0.02,0.109,0.0203526
EVB,EVB_main,1D_VP1,0.02,0.128,0.0203526
EVB,EVB_main,3B_VPg,0.02,0.01,0.0203526
EVB,EVB_main,3D,0.02,0.211,0.0203526
EVB,EVB_main,protease_2A,0.0254,0.069,0.0203526
EVB,EVB_main,protease_3C,0.02,0.084,0.0203526
EVB,EVB_main,protein_2B,0.02,0.045,0.0203526
EVB,EVB_main,protein_2C,0.02,0.151,0.0203526
EVB,EVB_main,protein_3A,0.02,0.041,0.0203526
EVC,EVC_1,RdRp,0.0227,0.208,0.0219462
EVC,EVC_1,VP1,0.0274,0.137,0.0219462
EVC,EVC_1,VP2,0.02,0.123,0.0219462
EVC,EVC_1,VP3,0.02,0.109,0.0219462
EVC,EVC_1,VP4,0.02,0.031,0.0219462
EVC,EVC_1,VPg,0.02,0.01,0.0219462
EVC,EVC_1,protease_2A,0.02,0.067,0.0219462
EVC,EVC_1,protease_3C,0.0224,0.083,0.0219462
EVC,EVC_1,protein_2B,0.02,0.044,0.0219462
EVC,EVC_1,protein_2C,0.02,0.149,0.0219462
EVC,EVC_1,protein_3A,0.0244,0.039,0.0219462
EVC,EVC_2,RdRp,0.02,0.208,0.0239151
EVC,EVC_2,VP1,0.0237,0.137,0.0239151
EVC,EVC_2,VP2,0.02,0.123,0.0239151
EVC,EVC_2,VP3,0.02015,0.109,0.0239151
EVC,EVC_2,VP4,0.02,0.031,0.0239151
EVC,EVC_2,VPg,0.0375,0.01,0.0239151
EVC,EVC_2,protease_2A,0.0375,0.067,0.0239151
EVC,EVC_2,protease_3C,0.03955,0.083,0.0239151
EVC,EVC_2,protein_2B,0.02595,0.044,0.0239151
EVC,EVC_2,protein_2C,0.02,0.149,0.0239151
EVC,EVC_2,protein_3A,0.0241,0.039,0.0239151
EVC,EVC_3,RdRp,0.02,0.208,0.0232677
EVC,EVC_3,VP1,0.0417,0.137,0.0232677
EVC,EVC_3,VP2,0.02,0.123,0.0232677
EVC,EVC_3,VP3,0.02,0.109,0.0232677
EVC,EVC_3,VP4,0.02,0.031,0.0232677
EVC,EVC_3,VPg,0.02,0.01,0.0232677
EVC,EVC_3,protease_2A,0.0244,0.067,0.0232677
EVC,EVC_3,protease_3C,0.02,0.083,0.0232677
EVC,EVC_3,protein_2B,0.02,0.044,0.0232677
EVC,EVC_3,protein_2C,0.02,0.149,0.0232677
EVC,EVC_3,protein_3A,0.02,0.039,0.0232677
EVC,EVC_4,RdRp,0.02,0.208,0.0631622
EVC,EVC_4,VP1,0.2228,0.137,0.0631622
EVC,EVC_4,VP2,0.0218,0.123,0.0631622
EVC,EVC_4,VP3,0.155,0.109,0.0631622
EVC,EVC_4,VP4,0.02,0.031,0.0631622
EVC,EVC_4,VPg,0.02,0.01,0.0631622
EVC,EVC_4,protease_2A,0.0266,0.067,0.0631622
EVC,EVC_4,protease_3C,0.02,0.083,0.0631622
EVC,EVC_4,protein_2B,0.02,0.044,0.0631622
EVC,EVC_4,protein_2C,0.02,0.149,0.0631622
EVC,EVC_4,protein_3A,0.02,0.039,0.0631622
EVC,EVC_main,RdRp,0.02,0.208,0.0207886
EVC,EVC_main,VP1,0.02195,0.137,0.0207886
EVC,EVC_main,VP2,0.02145,0.123,0.0207886
EVC,EVC_main,VP3,0.0204,0.109,0.0207886
EVC,EVC_main,VP4,0.02,0.031,0.0207886
EVC,EVC_main,VPg,0.02,0.01,0.0207886
EVC,EVC_main,protease_2A,0.02255,0.067,0.0207886
EVC,EVC_main,protease_3C,0.02155,0.083,0.0207886
EVC,EVC_main,protein_2B,0.02,0.044,0.0207886
EVC,EVC_main,protein_2C,0.02,0.149,0.0207886
EVC,EVC_main,protein_3A,0.02,0.039,0.0207886
EVC,EVC_sub1,RdRp,0.02,0.208,0.0240479
EVC,EVC_sub1,VP1,0.0466,0.137,0.0240479
EVC,EVC_sub1,VP2,0.02,0.123,0.0240479
EVC,EVC_sub1,VP3,0.0202,0.109,0.0240479
EVC,EVC_sub1,VP4,0.02,0.031,0.0240479
EVC,EVC_sub1,VPg,0.02,0.01,0.0240479
EVC,EVC_sub1,protease_2A,0.0257,0.067,0.0240479
EVC,EVC_sub1,protease_3C,0.02,0.083,0.0240479
EVC,EVC_sub1,protein_2B,0.02,0.044,0.0240479
EVC,EVC_sub1,protein_2C,0.02,0.149,0.0240479
EVC,EVC_sub1,protein_3A,0.02,0.039,0.0240479
EVC,EVC_sub2,RdRp,0.02,0.208,0.04792065
EVC,EVC_sub2,VP1,0.1182,0.137,0.04792065
EVC,EVC_sub2,VP2,0.0361,0.123,0.04792065
EVC,EVC_sub2,VP3,0.11685,0.109,0.04792065
EVC,EVC_sub2,VP4,0.04725,0.031,0.04792065
EVC,EVC_sub2,VPg,0.02,0.01,0.04792065
EVC,EVC_sub2,protease_2A,0.0323,0.067,0.04792065
EVC,EVC_sub2,protease_3C,0.02315,0.083,0.04792065
EVC,EVC_sub2,protein_2B,0.02,0.044,0.04792065
EVC,EVC_sub2,protein_2C,0.02,0.149,0.04792065
EVC,EVC_sub2,protein_3A,0.02,0.039,0.04792065
EVC,EVC_sub3,RdRp,0.02,0.208,0.0330046
EVC,EVC_sub3,VP1,0.042,0.137,0.0330046
EVC,EVC_sub3,VP2,0.022,0.123,0.0330046
EVC,EVC_sub3,VP3,0.1094,0.109,0.0330046
EVC,EVC_sub3,VP4,0.02,0.031,0.0330046
EVC,EVC_sub3,VPg,0.02,0.01,0.0330046
EVC,EVC_sub3,protease_2A,0.02,0.067,0.0330046
EVC,EVC_sub3,protease_3C,0.02,0.083,0.0330046
EVC,EVC_sub3,protein_2B,0.02,0.044,0.0330046
EVC,EVC_sub3,protein_2C,0.02,0.149,0.0330046
EVC,EVC_sub3,protein_3A,0.02,0.039,0.0330046
EVCr,EVCr_1,RdRp,0.0315,0.208,0.0626566
EVCr,EVCr_1,VP1,0.1625,0.137,0.0626566
EVCr,EVCr_1,VP2,0.0306,0.123,0.0626566
EVCr,EVCr_1,VP3,0.02,0.109,0.0626566
EVCr,EVCr_1,VP4,0.02,0.031,0.0626566
EVCr,EVCr_1,VPg,0.268,0.01,0.0626566
EVCr,EVCr_1,protease_2A,0.02,0.067,0.0626566
EVCr,EVCr_1,protease_3C,0.1497,0.083,0.0626566
EVCr,EVCr_1,protein_2B,0.02,0.044,0.0626566
EVCr,EVCr_1,protein_2C,0.02,0.149,0.0626566
EVCr,EVCr_1,protein_3A,0.1788,0.039,0.0626566
EVCr,EVCr_2,RdRp,0.02,0.208,0.0281833
EVCr,EVCr_2,VP1,0.0279,0.137,0.0281833
EVCr,EVCr_2,VP2,0.02,0.123,0.0281833
EVCr,EVCr_2,VP3,0.02,0.109,0.0281833
EVCr,EVCr_2,VP4,0.02,0.031,0.0281833
EVCr,EVCr_2,VPg,0.1529,0.01,0.0281833
EVCr,EVCr_2,protease_2A,0.0751,0.067,0.0281833
EVCr,EVCr_2,protease_3C,0.0258,0.083,0.0281833
EVCr,EVCr_2,protein_2B,0.0348,0.044,0.0281833
