virus	lineage	ID
H3N2	new	MH347113
H3N2	new	MH346686
H3N2	new	CY220575
H3N2	new	CY216625
H3N2	new	CY243891
H3N2	new	CY234995
H3N2	new	CY210551
H3N2	new	KY583591
H3N2	new	MH216340
H3N2	new	CY214810
H3N2	new	MN299648
H3N2	new	MN299854
H3N2	new	CY212049
H3N2	new	MN299871
H3N2	new	CY210488
H3N2	new	MN299562
H3N2	new	MN299493
H3N2	new	CY234955
H3N2	new	CY215146
H3N2	new	CY212514
H3N2	new	CY212642
H3N2	new	CY216577
H3N2	new	CY213258
H3N2	new	CY218222
H3N2	new	MH798462
H3N2	new	CY254953
H3N2	new	CY255241
H3N2	new	KY115830
H3N2	new	MN299595
H3N2	new	CY254265
H3N2	new	KU590510
H3N2	new	KU590518
H3N2	new	MN299563
H3N2	new	KX414912
H3N2	new	KX412758
H3N2	new	KX412324
H3N2	new	MF673248
H3N2	new	CY243535
H3N2	new	CY214890
H3N2	new	MH346999
H3N2	new	MH346769
H3N2	new	CY214482
H3N2	new	MF673237
H3N2	new	KX412093
H3N2	new	CY210053
H3N2	new	KU592112
H3N2	new	MN299797
H3N2	new	CY254745
H3N2	new	KX412806
H3N2	new	MF673257
H3N2	new	KU591381
H3N2	new	MN299519
H3N2	new	KX414177
H3N2	new	MK641790
H3N2	new	KX413537
H3N2	new	MN299683
H3N2	new	MN299706
H3N2	new	MN568967
H3N2	new	MN571567
H3N2	new	CY244032
H3N2	new	MN299881
H3N2	new	MN300013
H3N2	new	MN299432
H3N2	new	MN299940
H3N2	new	MN299559
H3N2	new	MN299769
H3N2	new	MN299738
H3N2	new	MN299486
H3N2	new	MN299494
H3N2	new	MN299833
H3N2	new	MN299990
H3N2	new	KY950205
H3N2	new	CY255001
H3N2	new	CY234960
H3N2	new	CY210018
H3N2	new	KY949886
H3N2	new	CY216297
H3N2	new	MF673260
H3N2	new	CY244281
H3N2	new	MN299789
H3N2	new	CY243880
H3N2	new	CY219123
H3N2	new	CY255377
H3N2	new	CY214826
H3N2	new	CY228173
H3N2	new	KY116118
H3N2	new	CY211514
H3N2	new	CY234911
H3N2	new	KY949789
H3N2	new	KY949854
H3N2	new	KY949869
H3N2	new	KY949885
H3N2	new	KY949735
H3N2	new	CY212818
H3N2	new	KX413278
H3N2	new	CY208360
H3N2	new	MG984185
H3N2	new	MF357694
H3N2	new	KY328772
H3N2	new	KY328774
H3N2	new	KX918316
H3N2	new	MK641785
H3N2	new	CY254170
H3N2	new	KY487318
H3N2	new	KY950134
H3N2	new	KT843797
H3N2	new	KU589648
H3N2	new	CY253210
H3N2	new	CY254002
H3N2	new	CY253962
H3N2	new	CY254114
H3N2	new	CY253762
H3N2	new	CY253282
H3N2	new	CY253266
H3N2	new	CY253578
H3N2	new	CY253290
H3N2	new	CY254082
H3N2	new	CY254018
H3N2	new	CY254210
H3N2	new	CY253226
H3N2	new	MF113182
H3N2	new	KX003350
H3N2	new	CY254353
H3N2	new	KU591103
H3N2	new	KU592104
H3N2	new	KY487132
H3N2	new	KU592096
H3N2	new	KX415120
H3N2	new	KY044066
H3N2	new	KX413585
H3N2	new	KX413593
H3N2	new	KX413601
H3N2	new	CY254106
H3N2	new	CY253490
H3N2	new	MH393255
H3N2	new	CY253690
H3N2	new	CY253754
H3N2	new	KY090194
H3N2	new	CY253354
H3N2	new	KU591598
H3N2	new	KX412814
H3N2	new	KX003413
H3N2	new	KU590365
H3N2	new	KX413609
H3N2	new	KX413753
H3N2	new	KY044055
H3N2	new	KU590983
H3N2	new	KY116566
H3N2	new	CY208976
H3N2	new	KY289073
H3N2	new	KX916916
H3N2	new	KY044209
H3N2	new	KX416416
H3N2	new	KY273052
H3N2	new	MF673238
H3N2	new	KY273054
H3N2	new	KU591442
H3N2	new	KU591055
H3N2	new	KT844244
H3N2	new	CY252922
H3N2	new	KU591976
H3N2	new	KT843955
H3N2	new	CY253682
H3N2	new	CY252615
H3N2	new	KT844296
H3N2	new	CY252938
H3N2	new	CY254010
H3N2	new	KX918300
H3N2	new	KX918308
H3N2	new	KX415296
H3N2	new	KX415288
H3N2	new	CY254273
H3N2	new	KX003922
H3N2	new	KX416944
H3N2	new	KX412462
H3N2	new	KX415072
H3N2	new	KX916476
H3N2	new	KX413969
H3N2	new	MF673241
H3N2	new	KX414713
H3N2	new	MF195741
H3N2	new	CY208252
H3N2	new	KX918116
H3N2	new	KX413953
H3N2	new	KX414904
H3N2	new	KX412790
H3N2	new	KX917020
H3N2	new	KX414697
H3N2	new	KX415416
H3N2	new	KX414393
H3N2	new	KX414385
H3N2	new	MK641789
H3N2	new	KX415144
H3N2	new	CY254537
H3N2	new	CY254417
H3N2	new	CY254825
H3N2	new	KY872765
H3N2	new	KX413270
H3N2	new	KX917756
H3N2	new	KX413118
H3N2	new	KX413110
H3N2	new	KX416056
H3N2	new	KX412902
H3N2	new	KU591574
H3N2	new	MF673290
H3N2	new	KY509837
H3N2	new	CY233384
H3N2	new	CY210275
H3N2	new	CY216785
H3N2	new	CY211787
H3N2	new	CY218062
H3N2	new	MH216407
H3N2	new	CY216321
H3N2	new	CY243997
H3N2	new	MN594837
H3N2	new	MF593734
H3N2	new	MK641796
H3N2	new	MK641801
H3N2	new	MN571959
H3N2	new	MH798598
H3N2	new	CY209224
H3N2	new	KY949873
H3N2	new	KY949971
H3N2	new	MF182508
H3N2	new	MG572443
H3N2	new	MN594902
H3N2	new	MK641798
H3N2	new	CY216697
H3N2	new	CY214410
H3N2	new	CY216225
H3N2	new	MF673270
H3N2	new	CY243878
H3N2	new	MH216464
H3N2	new	CY255473
H3N2	new	CY212018
H3N2	new	CY210544
H3N2	new	CY211874
H3N2	new	MH393249
H3N2	new	MG572456
H3N2	new	CY228901
H3N2	new	CY212546
H3N2	new	CY212978
H3N2	new	CY212986
H3N2	new	CY214714
H3N2	new	CY230858
H3N2	new	CY234730
H3N2	new	MH216324
H3N2	new	MF593740
H3N2	new	MN299942
H3N2	new	CY255313
H3N2	new	CY219194
H3N2	new	CY235020
H3N2	new	CY243937
H3N2	new	CY215026
H3N2	new	CY210671
H3N2	new	CY214074
H3N2	new	CY227766
H3N2	new	CY227326
H3N2	new	CY226775
H3N2	new	CY226807
H3N2	new	MF593744
H3N2	new	KY289066
H3N2	new	CY212554
H3N2	new	CY230882
H3N2	new	KY583555
H3N2	new	MF182506
H3N2	new	MG572445
H3N2	new	MN299636
H3N2	new	CY235005
H3N2	new	CY244236
H3N2	new	CY223221
H3N2	new	CY212906
H3N2	new	CY210639
H3N2	new	CY230890
H3N2	new	CY219260
H3N2	new	CY214682
H3N2	new	CY213034
H3N2	new	CY230618
H3N2	new	CY243994
H3N2	new	CY234912
H3N2	new	CY238593
H3N2	new	CY232332
H3N2	new	MN573823
H3N2	new	CY223926
H3N2	new	CY225334
H3N2	new	CY227206
H3N2	new	MH216412
H3N2	new	CY244165
H3N2	new	CY235472
H3N2	new	CY259055
H3N2	new	KY583682
H3N2	new	MG984170
H3N2	new	MG984265
H3N2	new	MG984225
H3N2	new	MG984177
H3N2	new	CY225310
H3N2	new	CY216793
H3N2	new	CY220615
H3N2	new	CY228653
H3N2	new	CY227542
H3N2	new	CY227534
H3N2	new	CY255513
H3N2	new	CY224934
H3N2	new	CY219069
H3N2	new	MH216328
H3N2	new	CY212426
H3N2	new	CY245422
H3N2	new	CY245222
H3N2	new	CY244270
H3N2	new	MN299480
H3N2	new	MN572007
H3N2	new	MN571999
H3N2	new	CY231139
H3N2	new	CY227758
H3N2	new	MH393251
H3N2	new	MN572479
H3N2	new	MF593737
H3N2	new	MH216457
H3N2	new	KY583694
H3N2	new	CY220095
H3N2	new	CY212522
H3N2	new	CY257589
H3N2	new	CY249907
H3N2	new	MH131454
H3N2	new	CY256285
H3N2	new	CY256317
H3N2	new	CY256349
H3N2	new	CY256309
H3N2	new	MK159075
H3N2	new	CY215010
H3N2	new	CY220351
H3N2	new	MN299644
H3N2	new	CY244255
H3N2	new	MN299465
H3N2	new	MN299730
H3N2	new	MN299813
H3N2	new	MN299430
H3N2	new	MN299803
H3N2	new	MN299853
H3N2	new	MN299844
H3N2	new	MN299506
H3N2	new	MN299795
H3N2	new	CY216001
H3N2	new	CY215985
H3N2	new	MF182507
H3N2	new	MH216377
H3N2	new	MH216419
H3N2	new	CY218206
H3N2	new	MN299734
H3N2	new	CY244254
H3N2	new	CY226575
H3N2	new	MN572863
H3N2	new	CY242350
H3N2	new	CY230714
H3N2	new	CY243956
H3N2	new	CY214642
H3N2	new	CY263144
H3N2	new	MH885204
H3N2	new	MK400755
H3N2	new	CY250683
H3N2	new	MN538584
H3N2	new	MN538585
H3N2	new	MN538586
H3N2	new	MN538582
H3N2	new	MN568839
H3N2	new	MN538583
H3N2	new	CY261583
H3N2	new	MH294756
H3N2	new	MK159091
H3N2	new	MH637646
H3N2	new	MN567978
H3N2	new	MN568065
H3N2	new	MN568088
H3N2	new	CY264878
H3N2	new	MH082564
H3N2	new	CY261575
H3N2	new	CY261567
H3N2	new	CY242062
H3N2	new	CY266034
H3N2	new	MH082215
H3N2	new	MN573855
H3N2	new	MN573935
H3N2	new	MN574159
H3N2	new	MG889787
H3N2	new	MN538423
H3N2	new	MN538420
H3N2	new	MG984297
H3N2	new	MG984233
H3N2	new	MG984473
H3N2	new	MG984118
H3N2	new	MG984209
H3N2	new	MG984281
H3N2	new	MG984153
H3N2	new	MG984201
H3N2	new	MG984134
H3N2	new	MG984193
H3N2	new	MG984217
H3N2	new	MG984513
H3N2	new	MN299973
H3N2	new	MN299987
H3N2	new	MN300004
H3N2	new	MN299694
H3N2	new	MH346948
H3N2	new	MN055378
H3N2	new	MH346530
H3N2	new	KY486348
H3N2	new	KY486353
H3N2	new	KY486351
H3N2	new	KY486359
H3N2	new	KY486347
H3N2	new	KY486354
H3N2	new	CY216505
H3N2	new	CY244202
H3N2	new	CY228741
H3N2	new	CY214490
H3N2	new	CY244086
H3N2	new	CY227638
H3N2	new	CY223285
H3N2	new	CY216201
H3N2	new	CY227438
H3N2	new	CY244020
H3N2	new	MN594942
H3N2	new	CY210512
H3N2	new	MF593729
H3N2	new	CY212378
H3N2	new	KY435820
H3N2	new	MF593727
H3N2	new	MN571895
H3N2	new	MN570871
H3N2	new	MN569663
H3N2	new	MN569503
H3N2	new	MN569343
H3N2	new	MK159067
H3N2	new	MN570999
H3N2	new	KY949839
H3N2	new	CY218110
H3N2	new	MF593739
H3N2	new	MF593726
H3N2	new	CY234248
H3N2	new	CY224142
H3N2	new	CY223677
H3N2	new	KY950123
H3N2	new	MH216411
H3N2	new	CY225246
H3N2	new	CY222981
H3N2	new	CY255393
H3N2	new	MF593738
H3N2	new	CY212370
H3N2	new	MH216486
H3N2	new	KY583693
H3N2	new	MH216490
H3N2	new	CY244240
H3N2	new	MF593728
H3N2	new	CY227590
H3N2	new	MF673281
H3N2	new	MN569855
H3N2	new	MG830893
H3N2	new	MH729440
H3N2	new	MF673283
H3N2	new	MF673291
H3N2	new	MF673288
H3N2	new	MF673286
H3N2	new	MF673289
H3N2	new	MK641797
H3N2	new	MK641795
H3N2	new	KY583617
H3N2	new	MG572454
H3N2	new	CY227814
H3N2	new	CY227718
H3N2	new	CY232254
H3N2	new	CY223942
H3N2	new	CY220167
H3N2	new	MG572455
H3N2	new	CY232444
H3N2	new	KY583692
H3N2	new	MF593743
H3N2	new	KY435826
H3N2	new	MK641800
H3N2	new	CY244004
H3N2	new	CY212778
H3N2	new	CY244106
H3N2	new	CY244049
H3N2	new	CY243908
H3N2	new	CY244107
H3N2	new	CY238354
H3N2	new	MF593735
H3N2	new	CY220415
H3N2	new	MF593736
H3N2	new	CY243929
H3N2	new	CY244119
H3N2	new	CY223061
H3N2	new	CY227806
H3N2	new	CY227798
H3N2	new	CY223790
H3N2	new	CY226495
H3N2	new	CY211747
H3N2	new	CY228893
H3N2	new	MF593732
H3N2	new	CY227294
H3N2	new	CY227158
H3N2	new	CY244035
H3N2	new	KY289355
H3N2	new	CY244211
H3N2	new	CY238811
H3N2	new	CY220711
H3N2	new	MK641799
H3N2	new	CY244210
H3N2	new	CY235712
H3N2	new	CY230125
H3N2	new	CY235016
H3N2	new	CY222973
H3N2	new	CY226591
H3N2	new	CY244038
H3N2	new	CY219018
H3N2	new	CY244037
H3N2	new	CY227830
H3N2	new	CY244060
H3N2	new	CY238282
H3N2	new	CY244277
H3N2	new	CY244173
H3N2	new	CY244161
H3N2	new	CY244017
H3N2	new	CY234602
H3N2	new	MH216263
H3N2	new	CY214650
H3N2	new	KY486336
H3N2	new	CY234964
H3N2	new	CY244286
H3N2	new	MH216439
H3N2	new	CY244016
H3N2	new	CY212442
H3N2	new	CY220551
H3N2	new	MH216309
H3N2	new	MN299905
H3N2	new	KY583557
H3N2	new	CY243887
H3N2	new	CY230966
H3N2	new	CY242102
H3N2	new	MH216388
H3N2	new	CY212626
H3N2	new	KY583684
H3N2	new	CY231070
H3N2	new	CY244158
H3N2	new	CY226966
H3N2	new	CY259183
H3N2	new	MH637773
H3N2	new	CY230293
H3N2	new	CY228381
H3N2	new	CY255177
H3N2	new	CY244197
H3N2	new	CY259175
H3N2	new	CY214522
H3N2	new	CY243995
H3N2	new	MH798574
H3N2	new	CY243888
H3N2	new	MH798382
H3N2	new	MF593724
H3N2	new	CY255569
H3N2	new	CY212746
H3N2	new	CY211723
H3N2	new	CY228765
H3N2	new	MN299733
H3N2	new	MN299505
H3N2	new	MG572448
H3N2	new	MN299782
H3N2	new	MF593731
H3N2	new	CY244394
H3N2	new	MF593742
H3N2	new	CY243873
H3N2	new	CY232372
H3N2	new	MH216212
H3N2	new	CY235504
H3N2	new	CY214994
H3N2	new	CY243982
H3N2	new	CY223189
H3N2	new	CY225358
H3N2	new	CY244074
H3N2	new	CY244395
H3N2	new	CY223237
H3N2	new	CY221989
H3N2	new	CY219154
H3N2	new	CY234993
H3N2	new	CY228725
H3N2	new	CY227038
H3N2	new	CY214770
H3N2	new	KY583685
H3N2	new	CY243932
H3N2	new	CY225398
H3N2	new	CY214786
H3N2	new	CY220463
H3N2	new	CY212026
H3N2	new	CY230826
H3N2	new	CY238867
H3N2	new	CY235792
H3N2	new	CY238859
H3N2	new	CY234943
H3N2	new	CY220335
H3N2	new	MN573079
H3N2	new	CY232516
H3N2	new	CY230786
H3N2	new	CY222709
H3N2	new	CY244397
H3N2	new	CY244213
H3N2	new	CY232324
H3N2	new	CY232594
H3N2	new	CY220567
H3N2	new	CY224030
H3N2	new	CY231125
H3N2	new	CY228389
H3N2	new	CY244168
H3N2	new	CY235017
H3N2	new	CY243909
H3N2	new	CY244252
H3N2	new	MH798686
H3N2	new	MH216510
H3N2	new	CY244089
H3N2	new	CY259191
H3N2	new	CY238923
H3N2	new	CY239928
H3N2	new	MH216347
H3N2	new	CY244103
H3N2	new	CY227254
H3N2	new	KY583616
H3N2	new	CY243993
H3N2	new	CY238585
H3N2	new	CY259295
H3N2	new	MH216421
H3N2	new	CY230077
H3N2	new	CY227870
H3N2	new	CY226711
H3N2	new	KY583699
H3N2	new	MH216356
H3N2	new	KY583697
H3N2	new	KY583698
H3N2	new	CY227734
H3N2	new	MH216372
H3N2	new	CY244215
H3N2	new	CY228917
H3N2	new	CY243958
H3N2	new	MN299471
H3N2	new	MF182532
H3N2	new	CY224150
H3N2	new	CY238362
H3N2	new	MN569103
H3N2	new	CY224086
H3N2	new	CY228301
H3N2	new	CY216513
H3N2	new	CY220079
H3N2	new	KY583701
H3N2	new	MF182471
H3N2	new	CY227166
H3N2	new	CY218094
H3N2	new	CY232508
H3N2	new	MH216433
H3N2	new	MH216346
H3N2	new	MH216432
H3N2	new	MH216398
H3N2	new	MH216542
H3N2	new	MH216536
H3N2	new	MF673279
H3N2	new	MN571951
H3N2	new	CY235640
H3N2	new	CY240087
H3N2	new	CY223173
H3N2	new	MH216404
H3N2	new	KY583705
H3N2	new	MH216442
H3N2	new	KY583702
H3N2	new	KY583703
H3N2	new	CY230730
H3N2	new	MF182523
H3N2	new	CY216409
H3N2	new	CY220135
H3N2	new	CY230770
H3N2	new	CY244304
H3N2	new	MG572452
H3N2	new	CY238883
H3N2	new	MH586092
H3N2	new	CY232364
H3N2	new	MF182480
H3N2	new	MF182481
H3N2	new	MF182478
H3N2	new	MF182479
H3N2	new	MF182485
H3N2	new	CY223317
H3N2	new	CY214114
H3N2	new	CY239705
H3N2	new	CY264973
H3N2	new	CY222045
H3N2	new	CY244082
H3N2	new	CY221758
H3N2	new	CY223894
H3N2	new	CY259255
H3N2	new	CY234690
H3N2	new	MH602177
H3N2	new	MH797830
H3N2	new	MN538635
H3N2	new	MN538634
H3N2	new	MN538632
H3N2	new	MH586140
H3N2	new	CY258300
H3N2	new	MN538637
H3N2	new	MH246759
H3N2	new	MH885286
H3N2	new	MK744792
H3N2	new	CY266639
H3N2	new	MG889748
H3N2	new	CY266615
H3N2	new	MN570271
H3N2	new	MH586196
H3N2	new	CY264918
H3N2	new	MN538638
H3N2	new	CY266879
H3N2	new	MH885255
H3N2	new	MH846118
H3N2	new	MH307023
H3N2	new	MH778971
H3N2	new	MK077459
H3N2	new	MH701700
H3N2	new	MN787820
H3N2	new	MK077331
H3N2	new	MH082443
H3N2	new	MK241188
H3N2	new	MH126922
H3N2	new	MK027587
H3N2	new	MH246543
H3N2	new	MH246655
H3N2	new	MH233463
H3N2	new	MH082095
H3N2	new	CY266543
H3N2	new	CY266751
H3N2	new	MN538631
H3N2	new	MG889718
H3N2	new	CY266839
H3N2	new	CY258013
H3N2	new	MH842412
H3N2	new	CY266823
H3N2	new	MH842468
H3N2	new	CY266775
H3N2	new	CY266583
H3N2	new	CY266687
H3N2	new	MH842588
H3N2	new	CY266495
H3N2	new	CY266727
H3N2	new	MH842389
H3N2	new	MH701100
H3N2	new	MH701380
H3N2	new	MH126513
H3N2	new	MH358654
H3N2	new	CY266767
H3N2	new	MN538643
H3N2	new	CY264345
H3N2	new	CY264521
H3N2	new	MN538646
H3N2	new	MH306847
H3N2	new	MG974370
H3N2	new	CY264243
H3N2	new	MK240640
H3N2	new	MN538642
H3N2	new	MH082071
H3N2	new	CY258220
H3N2	new	MK401416
H3N2	new	CY256109
H3N2	new	MH358694
H3N2	new	MK502888
H3N2	new	MH131566
H3N2	new	CY265013
H3N2	new	MN538641
H3N2	new	CY264862
H3N2	new	MH246471
H3N2	new	MH727793
H3N2	new	MH126411
H3N2	new	MH846062
H3N2	new	MK898388
H3N2	new	MN538640
H3N2	new	MH701388
H3N2	new	MN568183
H3N2	new	MN568135
H3N2	new	MN568919
H3N2	new	MN568959
H3N2	new	MN568199
H3N2	new	MN538629
H3N2	new	MN538630
H3N2	new	MG889774
H3N2	new	MH885174
H3N2	new	MH885207
H3N2	new	MK502752
H3N2	new	MK401421
H3N2	new	CY266607
H3N2	new	CY234578
H3N2	new	MN569871
H3N2	new	CY235920
H3N2	new	CY266351
H3N2	new	MH898309
H3N2	new	MH792759
H3N2	new	MH601434
H3N2	new	MH246711
H3N2	new	MH294770
H3N2	new	MH294928
H3N2	new	CY266399
H3N2	new	MH842452
H3N2	new	CY235912
H3N2	new	CY247102
H3N2	new	CY256173
H3N2	new	CY235984
H3N2	new	MH842540
H3N2	new	MH842436
H3N2	new	CY260295
H3N2	new	CY243519
H3N2	new	MH779045
H3N2	new	MG974562
H3N2	new	MH294924
H3N2	new	MH294929
H3N2	new	MH131414
H3N2	new	CY266178
H3N2	new	MH842492
H3N2	new	MH846014
H3N2	new	MH778999
H3N2	new	MH842460
H3N2	new	MH082932
H3N2	new	MH842500
H3N2	new	CY266855
H3N2	new	CY266847
H3N2	new	MH842444
H3N2	new	MH842476
H3N2	new	MK381498
H3N2	new	MN055465
H3N2	new	MK159827
H3N2	new	MK159859
H3N2	new	MH306871
H3N2	new	MH126505
H3N2	new	MH079907
H3N2	new	MN538645
H3N2	new	MH127307
H3N2	new	MH601841
H3N2	new	MH798006
H3N2	new	CY261679
H3N2	new	CY250635
H3N2	new	CY257941
H3N2	new	CY264441
H3N2	new	MH779027
H3N2	new	MH443699
H3N2	new	MH082164
H3N2	new	MH885185
H3N2	new	MH601418
H3N2	new	MH600977
H3N2	new	MH126641
H3N2	new	MH307015
H3N2	new	CY234842
H3N2	new	CY266479
H3N2	new	CY245270
H3N2	new	CY265029
H3N2	new	MH701244
H3N2	new	CY247166
H3N2	new	CY242366
H3N2	new	MH294885
H3N2	new	MH080267
H3N2	new	MG889811
H3N2	new	CY239968
H3N2	new	MH083094
H3N2	new	MH798534
H3N2	new	CY240016
H3N2	new	MK363345
H3N2	new	MK398652
H3N2	new	MK398535
H3N2	new	MK265451
H3N2	new	MK744832
H3N2	new	MH729565
H3N2	new	MH600753
H3N2	new	MH126362
H3N2	new	CY264417
H3N2	new	MN538426
H3N2	new	MH600801
H3N2	new	MK502352
H3N2	new	MH602066
H3N2	new	MH127169
H3N2	new	MH080259
H3N2	new	CY260961
H3N2	new	CY264361
H3N2	new	CY260778
H3N2	new	MN538627
H3N2	new	CY266146
H3N2	new	MH792562
H3N2	new	MH669635
H3N2	new	MH792530
H3N2	new	MH082701
H3N2	new	MH294949
H3N2	new	MN571255
H3N2	new	MN571111
H3N2	new	MN570343
H3N2	new	MN568495
H3N2	new	MN572047
H3N2	new	MN568223
H3N2	new	MN569767
H3N2	new	MN572807
H3N2	new	MN573975
H3N2	new	MN573911
H3N2	new	MN572783
H3N2	new	MG279278
H3N2	new	MN572087
H3N2	new	MN572079
H3N2	new	MN568014
H3N2	new	CY260390
H3N2	new	CY239904
H3N2	new	CY244585
H3N2	new	CY239976
H3N2	new	CY260718
H3N2	new	CY255813
H3N2	new	CY257725
H3N2	new	CY245166
H3N2	new	MH601346
H3N2	new	MN538661
H3N2	new	MN538660
H3N2	new	CY247197
H3N2	new	MH443459
H3N2	new	MG889818
H3N2	new	MH779012
H3N2	new	MH127121
H3N2	new	MN572399
H3N2	new	MH347000
H3N2	new	MH358606
H3N2	new	MH346665
H3N2	new	MN570047
H3N2	new	MH701268
H3N2	new	MH600745
H3N2	new	CY260702
H3N2	new	CY258444
H3N2	new	CY261225
H3N2	new	MH601867
H3N2	new	MK381532
H3N2	new	MH798278
H3N2	new	CY261240
H3N2	new	CY260905
H3N2	new	MH797990
H3N2	new	MK503016
H3N2	new	MH586404
H3N2	new	MG889758
H3N2	new	MH082281
H3N2	new	MH126745
H3N2	new	CY260841
H3N2	new	MG889637
H3N2	new	MG889680
H3N2	new	MH294840
H3N2	new	MG889647
H3N2	new	CY260042
H3N2	new	MG889636
H3N2	new	CY264203
H3N2	new	CY264187
H3N2	new	CY260527
H3N2	new	MH586396
H3N2	new	MH885260
H3N2	new	CY266050
H3N2	new	MH306802
H3N2	new	CY261359
H3N2	new	CY261343
H3N2	new	CY260559
H3N2	new	MG889601
H3N2	new	MG830927
H3N2	new	CY250619
H3N2	new	MH083024
H3N2	new	MH131654
H3N2	new	CY261551
H3N2	new	CY264886
H3N2	new	MH246599
H3N2	new	MH126617
H3N2	new	MH586012
H3N2	new	MH081897
H3N2	new	MH082812
H3N2	new	MH885178
H3N2	new	MH306925
H3N2	new	CY260670
H3N2	new	MH778993
H3N2	new	MH246847
H3N2	new	CY261193
H3N2	new	MG831041
H3N2	new	MH082580
H3N2	new	MH586452
H3N2	new	MH082532
H3N2	new	MH601081
H3N2	new	MH358839
H3N2	new	MH082651
H3N2	new	MG889617
H3N2	new	CY243647
H3N2	new	MG889771
H3N2	new	MH294717
H3N2	new	MH307295
H3N2	new	MK381523
H3N2	new	MH586188
H3N2	new	MK240936
H3N2	new	CY255997
H3N2	new	MN538625
H3N2	new	MH778968
H3N2	new	MG974906
H3N2	new	CY258116
H3N2	new	CY247070
H3N2	new	CY260280
H3N2	new	MN538654
H3N2	new	MN538655
H3N2	new	CY242318
H3N2	new	CY261209
H3N2	new	CY244521
H3N2	new	CY243718
H3N2	new	MG889785
H3N2	new	MH701052
H3N2	new	CY243463
H3N2	new	CY260873
H3N2	new	CY266431
H3N2	new	CY256133
H3N2	new	CY260630
H3N2	new	CY244990
H3N2	new	MH082220
H3N2	new	MN538652
H3N2	new	MH294765
H3N2	new	MH358678
H3N2	new	MK400791
H3N2	new	MH798014
H3N2	new	MH126833
H3N2	new	CY245254
H3N2	new	MK070943
H3N2	new	MH126662
H3N2	new	MK071187
H3N2	new	MK240717
H3N2	new	MH082100
H3N2	new	MK240832
H3N2	new	MH585868
H3N2	new	MH600681
H3N2	new	MH600575
H3N2	new	MH898360
H3N2	new	MH358566
H3N2	new	MH294943
H3N2	new	MH294903
H3N2	new	MN538589
H3N2	new	MH294872
H3N2	new	MH778977
H3N2	new	CY250603
H3N2	new	MH246567
H3N2	new	MH885268
H3N2	new	MH701572
H3N2	new	MN538590
H3N2	new	MN538595
H3N2	new	MH701116
H3N2	new	MK400748
H3N2	new	MG889768
H3N2	new	MH246343
H3N2	new	MN538591
H3N2	new	MH885278
H3N2	new	MH885280
H3N2	new	MN538592
H3N2	new	MN538593
H3N2	new	MH306879
H3N2	new	MH846094
H3N2	new	MK502928
H3N2	new	MN538649
H3N2	new	MH779064
H3N2	new	MK398491
H3N2	new	CY247126
H3N2	new	MH294710
H3N2	new	MH126633
H3N2	new	MK168402
H3N2	new	MH233533
H3N2	new	MH798070
H3N2	new	MN538442
H3N2	new	MN538440
H3N2	new	MN538441
H3N2	new	MN538434
H3N2	new	MH294950
H3N2	new	MH637468
H3N2	new	MG889661
H3N2	new	MK241340
H3N2	new	MN538443
H3N2	new	MG889756
H3N2	new	MH637653
H3N2	new	MH885192
H3N2	new	MK382015
H3N2	new	MH600969
H3N2	new	MH885238
H3N2	new	MH294942
H3N2	new	CY265005
H3N2	new	CY264115
H3N2	new	MH307162
H3N2	new	MH797910
H3N2	new	MK071010
H3N2	new	MH126962
H3N2	new	MG889677
H3N2	new	MG889669
H3N2	new	CY261137
H3N2	new	MG889652
H3N2	new	MG889725
H3N2	new	MN538437
H3N2	new	MG889693
H3N2	new	MH126564
H3N2	new	CY264790
H3N2	new	MN538446
H3N2	new	MK382035
H3N2	new	MH669779
H3N2	new	MH669651
H3N2	new	MH246559
H3N2	new	MH306991
H3N2	new	MK503008
H3N2	new	MN538435
H3N2	new	MH294733
H3N2	new	MG889622
H3N2	new	CY260969
H3N2	new	MN538436
H3N2	new	MK381519
H3N2	new	MH443524
H3N2	new	MH885284
H3N2	new	MH443564
H3N2	new	MH779000
H3N2	new	MH885252
H3N2	new	MH082587
H3N2	new	MK240823
H3N2	new	MH443620
H3N2	new	MN538445
H3N2	new	MH443659
H3N2	new	MK268596
H3N2	new	MH729528
H3N2	new	MK382040
H3N2	new	MK502776
H3N2	new	MN571471
H3N2	new	MN569303
H3N2	new	MK240864
H3N2	new	MG974890
H3N2	new	MH082620
H3N2	new	MH885277
H3N2	new	MH845990
H3N2	new	MH586052
H3N2	new	MN055276
H3N2	new	MH898229
H3N2	new	MN055062
H3N2	new	MN054338
H3N2	new	MN571103
H3N2	new	MN571039
H3N2	new	CY258021
H3N2	new	MK503048
H3N2	new	MH586444
H3N2	new	MH798030
H3N2	new	CY256269
H3N2	new	MG830987
H3N2	new	MK271171
H3N2	new	MK401382
H3N2	new	MH585932
H3N2	new	MH080219
H3N2	new	MH701284
H3N2	new	MK181701
H3N2	new	MH358472
H3N2	new	MH306975
H3N2	new	CY264934
H3N2	new	MH602019
H3N2	new	MH586388
H3N2	new	MH306740
H3N2	new	MH586340
H3N2	new	MH779058
H3N2	new	MH798110
H3N2	new	MH601474
H3N2	new	MH127233
H3N2	new	MK400731
H3N2	new	MK502552
H3N2	new	MK502616
H3N2	new	MH294904
H3N2	new	MH601594
H3N2	new	MH294807
H3N2	new	MK241109
H3N2	new	MH127010
H3N2	new	MN538431
