subalignment	id
EVAe100_1	MN845837.1
EVAe100_1	LC421579.1
EVAe100_1	LC421578.1
EVAe100_1	MN845891.1
EVAe100_1	MT814414.1
EVAe100_1	MK106190.1
EVAe100_1	MF285657.1
EVAe100_1	MF578371.1
EVAe100_1	LC421585.1
EVAe100_1	MN845801.1
EVAe100_1	KY126090.1
EVAe100_1	MN845772.1
EVAe100_1	MN845771.1
EVAe100_1	KJ541157.1
EVAe100_1	KP289384.1
EVAe100_1	MK106214.1
EVAe100_1	KX064294.1
EVAe100_1	KF682362.1
EVAe100_1	MH086180.1
EVAe100_1	MH086185.1
EVAe100_1	MF578299.1
EVAe100_1	MH086199.1
EVAe100_1	MH086179.1
EVAe100_1	MH086187.1
EVAe100_1	MH086176.1
EVAe100_1	MH086177.1
EVAe100_1	MF285671.1
EVAe100_1	MH086178.1
EVAe100_2	KF974781.1
EVAe100_2	MG756711.1
EVAe100_2	HM156065.1
EVAe100_2	KF154354.2
EVAe100_2	KF974793.1
EVAe100_2	MG756733.1
EVAe100_2	MG756726.1
EVAe100_2	MG756727.1
EVAe100_2	MG756743.1
EVAe100_2	MG756739.1
EVAe100_2	MG756738.1
EVAe100_2	MG756735.1
EVAe100_2	MG756753.1
EVAe100_2	MG756708.1
EVAe100_2	MG756740.1
EVAe100_2	KF974780.1
EVAe100_2	KF974787.1
EVAe100_2	KT354870.1
EVAe100_2	MG756741.1
EVAe100_2	KR045293.1
EVAe100_2	KR045294.1
EVAe100_2	MN053435.1
EVAe100_2	MN053434.1
EVAe100_2	MN053432.1
EVAe100_2	HM622390.1
EVAe100_2	FJ357385.1
EVAe100_2	KF974784.1
EVAe100_2	MG756710.1
EVAe100_2	MG756709.1
EVAe100_2	EU527985.1
EVAe100_2	MG756706.1
EVAe100_2	KT354869.1
EVAe100_2	KT354866.1
EVAe100_2	MG756714.1
EVAe100_2	MG756747.1
EVAe100_2	KC436272.1
EVAe100_2	KP691660.1
EVAe100_2	KP691647.1
EVAe100_2	MH716375.1
EVAe100_2	MH716298.1
EVAe100_2	MH716299.1
EVAe100_2	MH716311.1
EVAe100_2	MH716313.1
EVAe100_2	MH716306.1
EVAe100_2	MH716305.1
EVAe100_2	MH716307.1
EVAe100_2	KP691664.1
EVAe100_2	MH716295.1
EVAe100_2	MH716294.1
EVAe100_2	MH716296.1
EVAe100_2	MH716278.1
EVAe100_2	MH716275.1
EVAe100_2	KJ686222.1
EVAe100_2	KF974791.1
EVAe100_2	MH716379.1
EVAe100_2	MH716315.1
EVAe100_2	MH716392.1
EVAe100_2	JN964686.1
EVAe100_2	KX372314.1
EVAe100_2	MG756694.1
EVAe100_2	KR045301.1
EVAe100_2	KX372325.1
EVAe100_2	KX372316.1
EVAe100_2	KX372327.1
EVAe100_2	MN966518.1
EVAe100_2	MN966517.1
EVAe100_2	MN966513.1
EVAe100_2	MN966514.1
EVAe100_2	MN966516.1
EVAe100_2	KP691652.1
EVAe100_2	MH716318.1
EVAe100_2	KJ686264.1
EVAe100_2	KR045297.1
EVAe100_2	HQ426649.1
EVAe100_2	KX372312.1
EVAe100_2	JF820314.1
EVAe100_2	JF820313.1
EVAe100_2	HQ325852.1
EVAe100_2	JX678884.1
EVAe100_2	KU936129.1
EVAe100_2	KJ508182.1
EVAe100_2	KU936128.1
EVAe100_2	KJ004557.1
EVAe100_2	MK028135.1
EVAe100_2	HQ456307.1
EVAe100_2	MF662701.1
EVAe100_2	JX111888.1
EVAe100_2	JX111893.1
EVAe100_2	KU936131.1
EVAe100_2	HQ407557.1
EVAe100_2	JQ319054.1
EVAe100_2	MH511181.1
EVAe100_2	JF820315.1
EVAe100_2	KP289419.1
EVAe100_2	MH716264.1
EVAe100_2	JQ074187.1
EVAe100_2	MF662677.1
EVAe100_2	KJ004559.1
EVAe100_2	FJ606448.1
EVAe100_2	KJ686145.1
EVAe100_2	KJ686189.1
EVAe100_2	KC296445.1
EVAe100_2	KJ186974.1
EVAe100_2	MG756722.1
EVAe100_2	MF362981.1
EVAe100_2	JX986739.1
EVAe100_2	KU936123.1
EVAe100_2	KC570452.1
EVAe100_2	KJ632499.1
EVAe100_2	JX678883.1
EVAe100_2	KR045296.1
EVAe100_2	JX244183.1
EVAe100_2	JN864023.1
EVAe100_2	AB575928.1
EVAe100_2	AB575927.1
EVAe100_2	FJ357377.1
EVAe100_2	FJ357376.1
EVAe100_2	LC375765.1
EVAe100_2	KT354872.1
EVAe100_2	KT354874.1
EVAe100_2	KT354873.1
EVAe100_2	FJ357375.1
EVAe100_2	LC375766.1
EVAe100_2	FJ357378.1
EVAe100_2	MN053431.1
EVAe100_2	MN053430.1
EVAe100_2	MN053433.1
EVAe100_2	JF738001.1
EVAe100_2	MG432108.1
EVAe100_2	JX244185.1
EVAe100_2	AB575923.1
EVAe100_2	AB575915.1
EVAe100_2	HQ828086.1
EVAe100_2	JN864024.1
EVAe100_2	AB575912.1
EVAe100_2	AB575911.1
EVAe100_2	AB575913.1
EVAe100_2	AB575914.1
EVAe100_2	AB575918.1
EVAe100_2	FJ357384.1
EVAe100_2	FJ357383.1
EVAe100_2	FJ357381.1
EVAe100_2	FJ357380.1
EVAe100_2	FJ357379.1
EVAe100_2	FJ357382.1
EVAe100_2	AB575916.1
EVAe100_2	HQ189392.1
EVAe100_2	AB575917.1
EVAe100_2	MH716267.1
EVAe100_2	LC506516.1
EVAe100_2	MH716290.1
EVAe100_2	JX986742.1
EVAe100_2	JX068832.1
EVAe100_2	KC117318.1
EVAe100_2	JN674176.1
EVAe100_2	LC506515.1
EVAe100_2	JN590244.1
EVAe100_2	KC755231.1
EVAe100_2	KF193632.1
EVAe100_2	KF193621.1
EVAe100_2	KF193626.1
EVAe100_2	GQ279371.1
EVAe100_2	HQ269389.1
EVAe100_2	KF193628.1
EVAe100_2	JX068827.1
EVAe100_2	KY088084.1
EVAe100_2	KF193627.1
EVAe100_2	KF193624.1
EVAe100_2	KX580041.1
EVAe100_2	JQ746674.1
EVAe100_2	JQ746675.1
EVAe100_2	JQ746671.1
EVAe100_2	LT617097.1
EVAe100_2	LT617099.1
EVAe100_2	JQ746664.1
EVAe100_2	MF189180.1
EVAe100_2	KY674980.1
EVAe100_2	LT617091.1
EVAe100_2	LT617092.1
EVAe100_2	LT617095.1
EVAe100_2	KC117317.1
EVAe100_2	MF434051.1
EVAe100_2	MN337593.1
EVAe100_2	MN337597.1
EVAe100_2	JQ034149.1
EVAe100_2	LT617101.1
EVAe100_2	KY425540.1
EVAe100_2	KF055238.1
EVAe100_2	MH010206.1
EVAe100_2	KX595292.1
EVAe100_2	MH010202.1
EVAe100_2	MH010201.1
EVAe100_2	MH010199.1
EVAe100_2	KM402020.1
EVAe100_2	LT617111.1
EVAe100_2	MG948605.1
EVAe100_2	MG957117.1
EVAe100_2	LT617114.1
EVAe100_2	LT617109.1
EVAe100_2	LT719050.1
EVAe100_2	LT719052.1
EVAe100_2	LT719049.1
EVAe100_2	LT719055.1
EVAe100_2	KP289416.1
EVAe100_2	JQ746673.1
EVAe100_2	MH111067.1
EVAe100_2	MN337596.1
EVAe100_2	JX068830.1
EVAe100_2	KC507895.1
EVAe100_2	KY425528.1
EVAe100_2	KF193622.1
EVAe100_2	KX058533.1
EVAe100_2	KF193630.1
EVAe100_2	JX481738.1
EVAe100_2	KF055239.1
EVAe100_2	KF055241.1
EVAe100_2	KF055245.1
EVAe100_2	KC755228.1
EVAe100_2	KJ746492.1
EVAe100_2	KC755233.1
EVAe100_2	MG182694.1
EVAe100_2	MN337594.1
EVAe100_2	JX068833.1
EVAe100_2	MH716280.1
EVAe100_2	JQ746667.1
EVAe100_2	JX839965.1
EVAe100_2	MH716328.1
EVAe100_2	MH716329.1
EVAe100_2	MH716337.1
EVAe100_2	LC321989.1
EVAe100_2	LC321992.1
EVAe100_2	LC321993.1
EVAe100_2	MH716327.1
EVAe100_2	LT719068.1
EVAe100_2	EU812514.1
EVAe100_2	JQ746676.1
EVAe100_2	JQ746678.1
EVAe100_2	JQ746672.1
EVAe100_2	JQ746668.1
EVAe100_2	KY792579.1
EVAe100_2	LT719065.1
EVAe100_2	MH716324.1
EVAe100_2	MH716332.1
EVAe100_2	MH716334.1
EVAe100_2	MH716353.1
EVAe100_2	MH716349.1
EVAe100_2	MH716354.1
EVAe100_2	MH716358.1
EVAe100_2	MH716357.1
EVAe100_2	MH716364.1
EVAe100_2	MH716363.1
EVAe100_2	MH716263.1
EVAe100_2	KP691650.1
EVAe100_2	MH716342.1
EVAe100_2	KJ686225.1
EVAe100_2	KP691662.1
EVAe100_2	MH716323.1
EVAe100_2	MH716340.1
EVAe100_2	MH716339.1
EVAe100_2	MH111068.1
EVAe100_2	MH780757.1
EVAe100_2	LT617103.1
EVAe100_2	LT617100.1
EVAe100_2	MH111072.1
EVAe100_2	JQ354992.1
EVAe100_2	KY425537.1
EVAe100_2	KY425532.1
EVAe100_2	HQ423141.1
EVAe100_2	GQ279368.1
EVAe100_2	KC755234.1
EVAe100_2	KF055242.1
EVAe100_2	KF055240.1
EVAe100_2	KY425539.1
EVAe100_2	KY425538.1
EVAe100_2	KC755229.1
EVAe100_2	JQ316639.1
EVAe100_2	KC755232.1
EVAe100_2	JQ746666.1
EVAe100_2	MH111070.1
EVAe100_2	JQ746677.1
EVAe100_2	JX068829.1
EVAe100_2	MF678313.1
EVAe100_2	JQ746669.1
EVAe100_2	JQ746670.1
EVAe100_2	JQ746665.1
EVAe100_2	JQ746663.1
EVAe100_2	JQ746661.1
EVAe100_2	JQ746662.1
EVAe100_2	LT617096.1
EVAe100_2	LT617094.1
EVAe100_2	KM055004.1
EVAe100_2	KX372338.1
EVAe100_2	KX372333.1
EVAe100_2	MN153798.1
EVAe100_2	KX372339.1
EVAe100_2	MH111071.1
EVAe100_2	MH111069.1
EVAe100_2	MF678332.1
EVAe100_2	HQ891926.1
EVAe100_2	MT081374.1
EVAe100_2	KM591215.1
EVAe100_2	HQ129932.1
EVAe100_2	GU196833.1
EVAe100_2	FJ607337.1
EVAe100_2	JF738002.1
EVAe100_2	JF799986.1
EVAe100_2	KP308450.1
EVAe100_2	GQ994992.1
EVAe100_2	JX244182.1
EVAe100_2	KP266579.1
EVAe100_2	FJ600325.1
EVAe100_2	KC436268.1
EVAe100_2	JX678882.1
EVAe100_2	EU753375.2
EVAe100_2	EU753398.2
EVAe100_2	FJ360545.1
EVAe100_2	FJ606447.1
EVAe100_2	JX244184.1
EVAe100_2	GQ279369.1
EVAe100_2	MG756701.1
EVAe100_2	MG756697.1
EVAe100_2	MG756704.1
EVAe100_2	MG756699.1
EVAe100_2	DQ133459.1
EVAe100_2	LC506513.1
EVAe100_2	GQ994989.1
EVAe100_2	KC436267.1
EVAe100_2	FJ194964.1
EVAe100_2	MF662680.1
EVAe100_2	HQ423143.1
EVAe100_2	KJ784495.1
EVAe100_2	HQ423142.1
EVAe100_2	MF662679.1
EVAe100_2	MG208882.1
EVAe100_2	EU753397.2
EVAe100_2	JX678878.1
EVAe100_2	GU366191.1
EVAe100_2	KC436271.1
EVAe100_2	KY014079.1
EVAe100_2	KY014078.1
EVAe100_2	HQ456310.1
EVAe100_2	GQ892830.1
EVAe100_2	HQ456311.1
EVAe100_2	KC436269.1
EVAe100_2	GQ994990.1
EVAe100_2	KP266572.1
EVAe100_2	GU396280.1
EVAe100_2	HM002484.1
EVAe100_2	JQ514785.1
EVAe100_2	HM053671.1
EVAe100_2	FJ606449.1
EVAe100_2	JN864019.1
EVAe100_2	FJ158601.1
EVAe100_2	HQ998852.1
EVAe100_2	MG756703.1
EVAe100_2	HM002488.1
EVAe100_2	FJ360544.1
EVAe100_2	EU753384.2
EVAe100_2	EU753365.2
EVAe100_2	EU753407.2
EVAe100_2	JQ708210.1
EVAe100_2	GQ994988.1
EVAe100_2	KC954662.1
EVAe100_2	HM003207.1
EVAe100_2	MK904809.1
EVAe100_2	KX588236.1
EVAe100_2	JN020147.1
EVAe100_2	GQ279370.1
EVAe100_2	FJ607334.1
EVAe100_2	FJ607335.1
EVAe100_2	GQ994991.1
EVAe100_2	KJ746494.1
EVAe100_2	HM053670.1
EVAe100_2	MG756700.1
EVAe100_2	MG756702.1
EVAe100_2	MG756698.1
EVAe100_2	AB575939.1
EVAe100_2	HQ647173.1
EVAe100_2	HQ647176.1
EVAe100_2	HQ647169.1
EVAe100_2	HQ647178.1
EVAe100_2	HQ647177.1
EVAe100_2	HQ647174.1
EVAe100_2	HQ647167.1
EVAe100_2	MG214681.1
EVAe100_2	MG976581.1
EVAe100_2	HQ424437.2
EVAe100_2	FJ172159.1
EVAe100_2	AB575941.1
EVAe100_2	AB575942.1
EVAe100_2	HQ424433.2
EVAe100_2	LC375764.1
EVAe100_2	JN835312.1
EVAe100_2	KF982854.1
EVAe100_2	JQ280307.1
EVAe100_2	LT719053.1
EVAe100_2	MT081375.1
EVAe100_2	MK800119.1
EVAe100_2	MH718269.1
EVAe100_2	MT081373.1
EVAe100_2	KU641501.1
EVAe100_2	MG367596.1
EVAe100_2	KU641508.1
EVAe100_2	MH484067.1
EVAe100_2	MH484068.1
EVAe100_2	MH484070.1
EVAe100_2	MH484071.1
EVAe100_2	LC321990.1
EVAe100_2	LC321991.1
EVAe100_2	HM622391.1
EVAe100_2	HM622392.1
EVAe100_2	KF668443.1
EVAe100_2	KM077140.1
EVAe100_2	MG976582.1
EVAe100_2	KF312457.1
EVAe100_2	JN230523.1
EVAe100_2	KC436265.1
EVAe100_2	JQ742002.1
EVAe100_2	JX678874.1
EVAe100_2	JX678886.1
EVAe100_2	HQ647179.1
EVAe100_2	HQ647180.1
EVAe100_2	HQ647171.1
EVAe100_2	KC436266.1
EVAe100_2	DQ133458.1
EVAe100_2	FJ357373.1
EVAe100_2	HM807310.1
EVAe100_2	MG756696.1
EVAe100_2	FJ357374.1
EVAe100_2	HQ694983.1
EVAe100_2	KP274876.1
EVAe100_2	JX678885.1
EVAe100_2	KX372308.1
EVAe100_2	JN544418.1
EVAe100_2	KC954664.1
EVAe100_2	LC506514.1
EVAe100_2	KC296444.1
EVAe100_2	KJ686144.1
EVAe100_2	EU527983.1
EVAe100_2	MG756705.1
EVAe100_2	HQ647172.1
EVAe100_2	MK652139.1
EVAe100_2	LT719067.1
EVAe100_2	JF738000.1
EVAe100_2	DQ452074.1
EVAe100_2	AB575937.1
EVAe100_2	AB575936.1
EVAe100_2	AB575935.1
EVAe100_2	JQ742001.1
EVAe100_2	FJ439769.1
EVAe100_2	FJ158600.1
EVAe100_2	HQ891925.1
EVAe100_2	HQ694986.1
EVAe100_2	HQ712020.1
EVAe100_2	KY074643.1
EVAe100_2	JX678875.1
EVAe100_2	EU703814.1
EVAe100_2	GU198371.1
EVAe100_2	JF894381.1
EVAe100_2	GU198368.1
EVAe100_2	GU459070.1
EVAe100_2	GU459071.1
EVAe100_2	KY014080.1
EVAe100_2	JN864021.1
EVAe100_2	JX678879.1
EVAe100_2	MF662678.1
EVAe100_2	GU198367.1
EVAe100_2	JF894382.1
EVAe100_2	HQ694984.1
EVAe100_2	KJ686307.1
EVAe100_2	KJ686169.1
EVAe100_2	KJ686204.1
EVAe100_2	KJ686298.1
EVAe100_2	KJ686141.1
EVAe100_2	KJ686161.1
EVAe100_2	KU159442.1
EVAe100_2	KJ686216.1
EVAe100_2	KJ686295.1
EVAe100_2	KJ686253.1
EVAe100_2	KX197465.1
EVAe100_2	KJ686287.1
EVAe100_2	KP308411.1
EVAe100_2	KP308416.1
EVAe100_2	KP308443.1
EVAe100_2	KJ686165.1
EVAe100_2	JX678877.1
EVAe100_2	JX678876.1
EVAe100_2	HM245927.1
EVAe100_2	JQ736684.2
EVAe100_2	KM211580.1
EVAe100_2	KT008669.1
EVAe100_2	KP289424.1
EVAe100_2	KP289423.1
EVAe100_2	MF662697.1
EVAe100_2	KT345960.1
EVAe100_2	KT428648.1
EVAe100_2	MK791153.1
EVAe100_2	MG581490.1
EVAe100_2	MG431943.1
EVAe100_2	MG756693.1
EVAe100_2	MG875331.1
EVAe100_2	HQ850973.1
EVAe100_2	KJ004558.1
EVAe100_2	KC954663.1
EVAe100_2	KX197460.1
EVAe100_2	KJ686130.1
EVAe100_2	MF662693.1
EVAe100_2	MF662686.1
EVAe100_2	MG756715.1
EVAe100_2	MG756717.1
EVAe100_2	MG756719.1
EVAe100_2	KP274874.1
EVAe100_2	JF830007.1
EVAe100_2	JX986737.1
EVAe100_2	JX244187.1
EVAe100_2	HQ891929.1
EVAe100_2	MK697685.1
EVAe100_2	KU936121.1
EVAe100_2	MF662694.1
EVAe100_2	KT008670.1
EVAe100_2	MF662687.1
EVAe100_2	MF662681.1
EVAe100_2	MF662685.1
EVAe100_2	MF662688.1
EVAe100_2	KJ686132.1
EVAe100_2	KJ686129.1
EVAe100_2	KP308432.1
EVAe100_2	KJ686153.1
EVAe100_2	KJ686173.1
EVAe100_2	KJ686183.1
EVAe100_2	KJ686282.1
EVAe100_2	KU159438.1
EVAe100_2	KJ686139.1
EVAe100_2	KJ686232.1
EVAe100_2	KC296443.1
EVAe100_2	KJ686242.1
EVAe100_2	KJ686138.1
EVAe100_2	KJ686220.1
EVAe100_2	KJ686291.1
EVAe100_2	KJ686276.1
EVAe100_2	KJ686255.1
EVAe100_2	KJ686186.1
EVAe100_2	KU159437.1
EVAe100_2	KJ686243.1
EVAe100_2	KJ686285.1
EVAe100_2	KJ686212.1
EVAe100_2	HQ891927.1
EVAe100_2	HQ891923.1
EVAe100_2	HQ891928.1
EVAe100_2	HQ891924.1
EVAe100_2	HM002489.1
EVAe100_2	KJ004556.1
EVAe100_2	JN864018.1
EVAe100_2	JX678880.1
EVAe100_2	HM245928.1
EVAe100_2	JX678881.1
EVAe100_2	JX017384.1
EVAe100_2	KP289432.1
EVAe100_2	KP289417.1
EVAe100_2	KU254596.1
EVAe100_2	KJ686180.1
EVAe100_2	KP308427.1
EVAe100_2	MF662689.1
EVAe100_2	KJ686133.1
EVAe100_2	KX197462.1
EVAe100_2	KX197457.1
EVAe100_2	KX197464.1
EVAe100_2	KP308412.1
EVAe100_2	KP308452.1
EVAe100_2	KP308441.1
EVAe100_2	KP308415.1
EVAe100_2	KP308436.1
EVAe100_2	KP308434.1
EVAe100_2	KP308401.1
EVAe100_2	KJ686252.1
EVAe100_2	KP308431.1
EVAe100_2	MH716250.1
EVAe100_2	MH716255.1
EVAe100_2	MH716257.1
EVAe100_2	KP308420.1
EVAe100_2	KX197459.1
EVAe100_2	KJ686254.1
EVAe100_2	KJ686214.1
EVAe100_2	KJ686217.1
EVAe100_2	KP308433.1
EVAe100_2	KJ686197.1
EVAe100_2	KJ686259.1
EVAe100_2	KJ686284.1
EVAe100_2	KJ686149.1
EVAe100_2	KJ686171.1
EVAe100_2	KJ686203.1
EVAe100_2	KJ686172.1
EVAe100_2	KP308425.1
EVAe100_2	KJ686182.1
EVAe100_2	KJ686166.1
EVAe100_2	KJ686280.1
EVAe100_2	KJ686269.1
EVAe100_2	KJ686201.1
EVAe100_2	KJ686248.1
EVAe100_2	KJ686286.1
EVAe100_2	GU942822.1
EVAe100_2	MF838736.1
EVAe100_2	LT719061.1
EVAe100_2	MN845853.1
EVAe100_2	MN845856.1
EVAe100_2	MN845831.1
EVAe100_2	MN845826.1
EVAe100_2	MN845890.1
EVAe100_2	MN845807.1
EVAe100_2	MN689954.1
EVAe100_2	MN845834.1
EVAe100_2	MN845810.1
EVAe100_2	MN845817.1
EVAe100_2	MT814422.1
EVAe100_2	MN845864.1
EVAe100_2	MN845844.1
EVAe100_2	MN845843.1
EVAe100_2	MN845835.1
EVAe100_2	MN845877.1
EVAe100_2	MN845866.1
EVAe100_2	MN845865.1
EVAe100_2	MN845858.1
EVAe100_2	MN845880.1
EVAe100_2	MN845808.1
EVAe100_2	MN845872.1
EVAe100_2	MN845816.1
EVAe100_2	MN845869.1
EVAe100_2	MN845847.1
EVAe100_2	MN845848.1
EVAe100_2	MN845868.1
EVAe100_2	MN845811.1
EVAe100_2	MN845845.1
EVAe100_2	MN845815.1
EVAe100_2	MN845803.1
EVAe100_2	MN845825.1
EVAe100_2	MN845867.1
EVAe100_2	MN845820.1
EVAe100_2	MN845849.1
EVAe100_2	MN845851.1
EVAe100_2	MN845827.1
EVAe100_2	MF285684.1
EVAe100_2	MF285683.1
EVAe100_2	MN845870.1
EVAe100_2	MN845874.1
EVAe100_2	MN845846.1
EVAe100_2	MN845838.1
EVAe100_2	MT814529.1
EVAe100_2	MH086208.1
EVAe100_2	MK106213.1
EVAe100_2	MN845823.1
EVAe100_2	MN845821.1
EVAe100_2	MN845819.1
EVAe100_2	MN845822.1
EVAe100_2	MF285672.1
EVAe100_2	MH086214.1
EVAe100_2	MF285653.1
EVAe100_2	MT350225.1
EVAe100_2	MF285676.1
EVAe100_2	MN845790.1
EVAe100_2	MN845829.1
EVAe100_2	MN845828.1
EVAe100_2	MN845863.1
EVAe100_2	MN845860.1
EVAe100_2	MN845812.1
EVAe100_2	MH536772.2
EVAe100_2	MN845842.1
EVAe100_2	MN845876.1
EVAe100_2	MN845875.1
EVAe100_2	MN845797.1
EVAe100_2	MN845795.1
EVAe100_2	MN845806.1
EVAe100_2	MN845886.1
EVAe100_2	MN845885.1
EVAe100_2	MN845871.1
EVAe100_2	MT814411.1
EVAe100_2	MH086212.1
EVAe100_2	MN845861.1
EVAe100_2	MN845850.1
EVAe100_2	MH086169.1
EVAe100_2	MN845771.1
EVAe100_2	MN845801.1
EVAe100_2	MN845786.1
EVAe100_2	MN845785.1
EVAe100_2	MN845888.1
EVAe100_2	MK106201.1
EVAe100_2	LC421585.1
EVAe100_2	MT814414.1
EVAe100_2	KP289376.1
EVAe100_2	MK106204.1
EVAe100_2	MF285635.1
EVAe100_2	MH086152.1
EVAe100_2	KX064308.1
EVAe100_2	MN845891.1
EVAe100_2	MF285671.1
EVAe100_2	KX064295.1
EVAe100_2	MH086181.1
EVAe100_2	MK106198.1
EVAe100_2	MH086156.1
EVAe100_2	MF285657.1
EVAe100_2	KP289371.1
EVAe100_2	KX189192.1
EVAe100_2	MF285641.1
EVAe100_2	KF682362.1
EVAe100_2	MH086177.1
EVAe100_2	MH086184.1
EVAe100_2	MF285656.1
EVAe100_2	MH086183.1
EVAe100_2	MH086188.1
EVAe100_2	MH086193.1
EVAe100_2	MH086195.1
EVAe100_2	MH086196.1
EVAe100_2	MT814433.1
EVAe100_2	KX212491.1
EVAe100_2	MT814480.1
EVAe100_2	MT814440.1
EVAe100_2	MN845830.1
EVAe100_2	MN845778.1
EVAe100_2	MH086148.1
EVAe100_2	MT814419.1
EVAe100_2	MH111053.1
EVAe100_2	MN845833.1
EVAe100_2	MN845841.1
EVAe100_2	MN845840.1
EVAe100_2	LC530049.1
EVAe100_2	MN845879.1
EVAe100_2	MN845792.1
EVAe100_2	KX064297.1
EVAe100_2	MK791146.1
EVAe100_2	MN845882.1
EVAe100_2	MN845887.1
EVAe100_2	MN845787.1
EVAe100_2	MN845809.1
EVAe100_2	MF285644.1
EVAe100_2	MN845805.1
EVAe100_2	MT814474.1
EVAe100_2	MT814434.1
EVAe100_2	MT814432.1
EVAe100_2	MH111045.1
EVAe100_2	MT814416.1
EVAe100_2	MH086150.1
EVAe100_2	KY126091.1
EVAe100_2	KX189193.1
EVAe100_2	KP289377.1
EVAe100_2	KP289381.1
EVAe100_2	MN845788.1
EVAe100_2	MN845789.1
EVAe100_2	MN845796.1
EVAe100_2	MT350226.1
EVAe100_2	MN845804.1
EVAe100_2	MT814616.1
EVAe100_2	MK106207.1
EVAe100_2	MN845779.1
EVAe100_2	MN845832.1
EVAe100_2	MK697689.1
EVAe100_2	NC_030454.1
EVAe100_2	MF422532.1
EVAe100_2	MF678312.1
EVAe100_2	LT719059.1
EVAe100_2	LT617116.1
EVAe100_2	MF678322.1
EVAe100_2	LC483986.1
EVAe100_2	HQ728262.1
EVAe100_2	MT263729.1
EVAe100_2	KP289394.1
EVAe100_2	KU578128.1
EVAe100_2	KU578133.1
EVAe100_2	MK965239.1
EVAe100_2	LC483987.1
EVAe100_2	MF678333.1
EVAe100_2	MF678334.1
EVAe100_2	KP289360.1
EVAe100_2	MK658833.1
EVAe100_2	MH086032.1
EVAe100_2	MH086035.1
EVAe100_2	MF422542.1
EVAe100_2	MF422539.1
EVAe100_2	MF422534.1
EVAe100_2	MF422536.1
EVAe100_2	MH111016.1
EVAe100_2	MH111018.1
EVAe100_2	MH111019.1
EVAe100_2	MF678338.1
EVAe100_2	KP289358.1
EVAe100_2	MN419014.1
EVAe100_2	MF281257.1
EVAe100_2	KP289361.1
EVAe100_2	MH111060.1
EVAe100_2	MH111059.1
EVAe100_2	MH111065.1
EVAe100_2	MH111063.1
EVAe100_2	MK301476.1
EVAe100_2	MK965229.1
EVAe100_2	KP009579.1
EVAe100_2	KX595287.1
EVAe100_2	KP289401.1
EVAe100_2	KP009581.1
EVAe100_2	KX595289.1
EVAe100_2	KP289410.1
EVAe100_2	JF905564.1
EVAe100_2	MH118030.1
EVAe100_2	MH118031.1
EVAe100_2	JX390655.1
EVAe100_2	JX390654.1
EVAe100_2	JX390656.1
EVAe100_2	MG253032.1
EVAe100_2	MK301479.1
EVAe100_2	MH111023.1
EVAe100_2	KX768166.1
EVAe100_2	MK965226.1
EVAe100_2	MH111066.1
EVAe100_2	MH111064.1
EVAe100_2	MH111062.1
EVAe100_2	MK791147.1
EVAe100_2	KU578135.1
EVAe100_2	KU578131.1
EVAe100_2	MH111061.1
EVAe100_2	KY272009.1
EVAe100_2	KX768165.1
EVAe100_2	KX768162.1
EVAe100_2	KY271944.1
EVAe100_2	MT350221.1
EVAe100_2	MK965241.1
EVAe100_2	MK814854.1
EVAe100_2	MK814855.1
EVAe100_2	KX768167.1
EVAe100_2	KP676985.1
EVAe100_2	KP676984.1
EVAe100_2	MF422545.1
EVAe100_2	MH086162.1
EVAe100_2	MT814606.1
EVAe100_2	KX212510.1
EVAe100_2	MT814536.1
EVAe100_2	MT814545.1
EVAe100_2	KP144340.1
EVAe100_2	KX212514.1
EVAe100_2	KX212516.1
EVAe100_2	KX372340.1
EVAe100_2	MK977593.1
EVAe100_2	MH888020.1
EVAe100_2	MK061425.1
EVAe100_2	MK061424.1
EVAe100_2	MK977591.1
EVAe100_2	KF422142.1
EVAe100_2	MN845784.1
EVAe100_2	MH111057.1
EVAe100_2	MK106206.1
EVAe100_2	MF285665.1
EVAe100_2	MN845884.1
EVAe100_2	MN845862.1
EVAe100_2	MF285680.1
EVAe100_2	MN845824.1
EVAe100_2	MN845881.1
EVAe100_2	MH086210.1
EVAe100_2	MF285681.1
EVAe100_2	MF285678.1
EVAe100_2	MF285640.1
EVAe100_2	MF285637.1
EVAe100_2	GU942823.1
EVAe100_2	MF285662.1
EVAe100_2	MT350227.1
EVAe100_2	MH086164.1
EVAe100_2	MH086166.1
EVAe100_2	MF285661.1
EVAe100_2	MF285627.1
EVAe100_2	MT648787.1
EVAe100_2	MT648782.1
EVAe100_2	KP289442.1
EVAe100_2	MH780728.1
EVAe100_2	MH086036.1
EVAe100_2	MH780725.1
EVAe100_2	MK658831.1
EVAe100_2	MH086039.1
EVAe100_2	MH086043.1
EVAe100_2	MH086047.1
EVAe100_2	MH086038.1
EVAe100_2	MH086046.1
EVAe100_2	KT353722.1
EVAe100_2	KJ541163.1
EVAe100_2	HQ728260.1
EVAe100_2	MH780726.1
EVAe100_2	MF422544.1
EVAe100_2	MH086048.1
EVAe100_2	MT648784.1
EVAe100_2	MH086049.1
EVAe100_2	MN964081.1
EVAe100_2	KM609481.1
EVAe100_2	MT648779.1
EVAe100_2	KM609477.1
EVAe100_2	MH111020.1
EVAe100_2	KY271949.1
EVAe100_2	MH111027.1
EVAe100_2	MH111021.1
